dates,1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.5.1,1.5.2,1.5.3,1.5.4,1.5.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.4.4,2.4.5,2.5.1,2.5.2,2.5.3,2.5.4,2.5.5
3/20/18,527410.93,1072451.358,820906.9826,116510.9547,730581.8624,1080303.508,211157.5072,802846.2282,909050.5552,1105308.178,141875.3564,814000.4743,800216.3632,548556.3659,716621.7871,665698.9229,845358.2549,238764.7979,741862.8389,1082289.104,812828.9542,910945.6556,135977.1481,671527.1642,1115430.33,220269.2318,1058396.405,926642.3237,234495.4581,169224.8605,762580.8901,610157.5757,764974.4108,851300.4176,643666.2981,225312.4946,1118907.597,1060600.964,167668.3258,954867.1715,124508.3603,1000116.297,982505.6358,116172.0425,870689.6882,119940.2109,121959.9965,643645.8565,195838.8065,170563.6557
3/21/18,637749.489,826325.2958,749931.95,211260.3903,975370.4913,565783.926,140184.4797,684087.8389,638597.3816,1023430.849,228896.0195,1035575.588,1035382.847,709209.566,885069.8557,1141034.835,994025.7906,160124.9862,867272.4241,583562.3895,853968.5965,1111376.353,211136.9774,618356.0622,1009750.646,131189.4503,642927.3015,1012994.742,122688.6168,181675.151,951830.5901,849749.7264,873039.8318,978481.6601,889005.6793,150845.4593,902229.8564,553674.6294,159583.7783,845017.5487,140365.1367,1097468.648,765123.5855,148719.8939,1130048.165,173445.5449,197349.6092,1010577.266,172333.4983,173423.5692
3/22/18,1025614.626,936847.9427,1112725.462,155180.6342,1128615.136,930725.1305,192824.1596,983570.5269,532942.4844,626069.1642,143494.6321,1004255.025,1002203.571,952448.4106,1071340.898,766162.1027,1012138.424,125106.801,1002582.856,813490.6808,871545.5911,600612.8897,165620.7851,1010084.627,1028513.784,110891.4994,987146.3741,628578.4577,101675.6049,151373.0698,1138048.432,1133724.293,742097.483,872417.7794,881335.7277,167803.2609,910738.4811,1006146.158,118076.0171,763473.9356,181782.2185,698027.2836,946706.8855,210819.2638,548810.4692,156398.8027,162689.3468,684620.53,171269.5082,149872.1442
3/23/18,583074.02,889598.4862,1020853.278,165882.8732,771792.3891,622607.6918,194906.5152,575505.7475,547247.0066,805478.1714,161483.5418,836176.7949,812850.6428,827848.1773,1066659.277,1044007.056,734293.924,153908.5306,1135030.705,547466.8012,720973.8489,1124836.384,191251.5631,614754.2568,1128428.554,138366.4148,958552.0658,798631.93,201465.5991,107133.4527,972859.0818,531144.1889,852122.881,960289.4521,710967.734,157826.8962,659669.8549,1064216.749,127820.2384,739008.4561,183378.5268,942293.2721,903936.9015,149733.757,777531.1558,194160.313,92436.892,837500.9281,110190.5248,163916.7464
3/24/18,632692.5881,525384.7161,937034.4111,112393.2521,632311.2632,1029985.24,103197.5552,793853.1258,1062629.142,581737.0778,144500.6382,993111.9634,1008548.558,539222.2928,1116373.97,569929.9847,674864.7399,136530.2745,792852.7713,928390.7054,960347.4519,1093957.753,182653.7232,583390.1661,654603.8857,190485.8933,655697.0021,1113588.884,130321.626,154127.8739,1089457.234,594345.0591,770624.912,642747.5589,893241.4393,193031.4338,716094.5369,695680.3895,100465.5939,729393.9437,163215.7215,1143164.693,939968.0287,187986.473,790575.1746,141583.6886,116020.209,530736.4901,171971.1631,176333.1272
3/25/18,794948.1693,710383.4665,981682.3034,164198.2071,654808.7553,540985.2595,141137.2034,771052.599,704880.2129,793938.5196,155840.1747,637293.0855,838876.4109,718353.2034,1013953.458,602402.9859,847126.9649,182614.7241,1095946.787,899499.8614,1020787.004,753616.1642,119998.8575,917912.4308,1012753.184,127133.9537,734952.2121,797898.1478,121413.7529,163360.06,552359.5269,648142.0298,923488.0802,905448.9388,556205.2714,88905.87775,968314.3927,993369.9586,168251.7744,754193.8949,87790.05111,614971.2175,917836.4454,109313.8693,1068846.643,132326.3088,132448.6411,741123.6534,168995.683,86408.75097
3/26/18,920031.2932,1027328.812,569202.7392,156721.679,531381.0623,876677.9484,103794.9375,554719.1545,623767.9519,1088116.211,97816.63729,951163.0447,664058.8704,606481.9387,802079.5353,740991.0285,733854.637,145483.0102,687670.1094,850985.6696,628127.873,772776.7984,161786.528,1071940.884,1014117.142,159630.0753,1086012.463,1098695.145,141772.851,114263.5826,1144136.633,1094720.932,604361.3382,1098977.398,1078565.82,77013.06568,1037232.87,722308.9019,130359.6388,881452.5207,130955.3513,1089384.574,936791.2276,170016.136,811818.889,92268.16085,103238.1849,712263.6419,99419.05225,153131.092
3/27/18,1021295.437,926048.7989,978671.1512,74150.85522,650304.3448,758326.4266,146290.4048,532219.6976,830943.4009,1077686.755,116357.3935,1001076.335,734474.838,764894.6469,564950.2027,1134255.775,587670.7767,84781.9425,1098749.064,791577.9474,533729.2411,1002191.215,88328.61294,821513.392,919521.4241,155708.0512,1094690.364,1010832.087,117536.3284,95283.39593,759035.6865,728433.5277,641909.906,762925.7527,934404.206,139371.1275,789252.3261,803306.7503,110931.4765,1008854.427,122938.7584,942305.6656,584770.4853,73920.51258,718694.6653,95165.6643,81744.06354,519049.0995,131440.6997,121194.1076
3/28/18,814980.425,787332.7412,577418.2289,101174.3388,947355.1984,938237.8216,70313.23465,1065732.83,977799.0763,862537.6393,114342.6022,1141241.065,804668.9328,746300.6346,757933.0483,539907.9371,594377.8186,78695.72327,1119027.828,1068210.762,672439.1021,612139.8458,69449.73843,870843.2837,939066.8595,123131.0409,720403.1462,700630.1325,140033.727,70332.27861,804859.4441,838047.5241,918902.7345,1046345.939,623738.253,91640.27791,970508.5603,825443.0189,131203.7472,538404.7037,72825.45498,1140935.385,1065826.423,89398.22926,581781.7017,142257.105,87881.22134,1069211.759,89903.81015,125294.3398
3/29/18,629312.8823,780442.367,1101158.983,75568.33328,1007647.238,1041591.015,87025.69717,693548.5669,997132.3119,688849.7154,67089.30317,586046.216,760157.2171,701002.6913,875641.7738,637540.1986,930221.3448,77220.39983,1116392.031,1136864.14,997406.6301,976357.3944,68982.76066,914947.9807,1021956.068,129961.4949,1140312.275,524348.0503,116476.0173,75282.43478,691099.8425,1139783.4,845489.5196,1069180.473,592765.6136,129774.4053,971108.962,998915.2667,81142.57408,737861.4585,64627.70324,1139667.4,713434.4818,80873.43847,745324.9914,75939.49259,94109.79889,531613.1748,134456.9443,130710.2883
3/30/18,533168.8914,624461.3422,1079806.675,72171.80389,1120831.451,521348.0824,110602.7388,920721.2828,994498.9328,958073.6715,104329.4809,660474.9373,692024.8162,836141.7306,757239.7714,527903.9848,831122.2745,79117.69836,999108.4608,921107.4442,891039.5636,782948.1843,95708.8905,646562.0931,688416.663,90697.74974,700932.2981,811818.1711,81815.04832,117187.1277,818104.8563,635651.3327,904702.423,575894.7805,563104.2605,112617.5436,1029321.927,930833.3464,70400.39419,696059.0695,61639.04532,513497.4434,550027.9734,78423.63178,793393.4728,112593.2789,68430.52359,919716.8097,106083.1472,91387.06978
3/31/18,1032215.266,986458.9539,834894.2629,53165.64007,981364.2303,972637.7002,90003.73513,1057595.403,567548.6685,782336.2961,85326.70826,673710.9032,914569.3384,1045804.029,745230.907,1010974.612,655718.9173,98986.44291,1033303.545,578401.4291,816985.5171,904279.7236,88781.86297,1112204.522,983787.4499,96304.65389,1094256.594,771006.6526,69758.92435,83809.78535,774663.8128,801957.7547,1010998.907,739336.2021,606802.9967,95468.37637,1129946.448,711373.128,113038.4828,759041.6943,91966.86339,722674.8862,577855.8533,96135.5968,1033475.013,91318.9397,110469.2625,681660.9919,66429.5177,73260.44489
4/1/18,597902.0894,1068674.987,526107.2762,69550.84363,1125053.231,872230.0641,83020.30083,955154.6388,1059739.96,1049133.556,54659.47737,778301.0226,677950.2528,652560.593,876028.9176,991955.5951,939741.5462,100885.7637,939434.5063,991947.2825,527622.3741,582599.0264,95754.3053,811125.3476,650515.26,89747.58373,798428.9119,733061.3436,101812.5772,78805.26698,529402.5707,1064232.317,1090018.34,836651.6752,658825.892,71715.17333,1054147.042,1081234.225,84645.31644,867557.8133,71000.4917,926878.6303,608842.5487,54148.97009,1090264.848,93270.16934,51108.73448,654758.5392,59841.96233,65998.03995
4/2/18,667360.4372,1041764.07,775613.2712,43846.20448,940922.4747,592054.0866,42909.68672,1118001.78,1100888.066,1000673.775,48559.51087,978719.0246,825535.6297,895189.4385,706928.0775,853029.1512,838748.3957,67020.23625,1091113.345,1125102.162,978524.168,878547.4684,81175.64422,741014.5307,959666.3418,64273.14893,525845.8805,705241.7764,52882.49347,43196.91524,515286.2172,762457.2958,571256.2716,722152.3969,1022520.8,54022.99515,1125120.412,877677.5095,77471.92851,1026622.84,74442.76047,943430.5969,581859.992,80862.87917,859338.8852,83015.37767,65242.56673,820655.0708,55158.54549,60549.53117
4/3/18,1018040.421,1023644.031,977079.2744,532490.0106,568344.3424,828313.9137,649480.9368,610982.3439,668556.6307,946940.4338,1096067.471,825855.7053,589918.9012,911237.8083,908654.0408,528366.1694,1050433.243,984038.8327,923175.0703,578437.0224,777800.1085,1059831.21,544900.2637,1056585.716,837937.4567,991625.1286,571381.8685,1036107.07,880956.1408,1076302.09,1102483.192,1049437.725,617016.5506,796669.9882,876738.3664,641601.8459,816741.5024,891624.4356,569743.3652,519613.0765,666560.3802,513391.3435,545703.2678,1056807.74,987859.5258,882500.7487,669235.776,955659.2936,641438.8797,860216.8923
4/4/18,909580.9793,1140474.032,697549.8717,911269.8021,835442.3703,567543.0386,518155.6657,941046.598,536159.1108,1068725.392,992228.5185,688892.8658,1067434.547,942862.6146,937980.0154,1097915.19,618070.9753,742746.8869,591087.814,633793.7527,977985.658,1024560.466,926511.7062,692254.6616,852283.0889,769412.1111,540308.8724,1013018.773,737013.9235,591535.5692,845475.9926,957556.7744,1024907.671,840304.9436,826699.1771,935872.2532,791842.8571,605481.4708,681273.0412,878860.5539,687297.742,679913.5926,644542.5293,622833.8031,841867.9149,923073.7386,1117803.156,679339.7915,767815.9159,1026356.781
4/5/18,624359.0585,1025519.521,863889.8466,704917.3491,624650.0021,869415.5444,674755.9365,799200.7435,614167.7222,1005639.539,742770.6844,583099.2225,810707.8625,661943.6353,575799.676,1124071.164,630373.806,820487.1137,671633.7553,1031729.919,1114320.815,824877.1527,966470.6076,681888.079,540806.4236,587849.3839,683315.3271,879371.9344,952998.134,812031.8714,655884.8685,1045392.174,1015606.017,1135724.397,1118912.962,718360.4215,782837.4369,1064684.148,616349.3714,667224.525,661070.6192,563210.7005,967180.0908,758278.7629,953147.7708,614570.3786,755262.9956,902214.1001,824718.5488,914306.6062
4/6/18,732347.0961,1073692.289,950051.527,774939.354,718666.7045,619015.2571,766390.6882,937829.2915,849308.8147,645114.1767,857530.6664,931592.8224,833505.2154,954545.2444,596029.4711,667256.0375,732737.036,899230.3852,558595.996,663945.6291,614057.0125,559546.7012,795925.7945,656429.9153,995818.0028,999879.3307,1054883.999,872873.9184,888697.27,957341.6525,925352.1592,935375.6929,597589.9108,592697.4875,611360.0037,796136.1365,1100076.295,669586.533,831803.6331,711996.654,934551.7467,724878.3489,645997.8516,977873.0669,615077.2041,914200.4003,710554.2956,590812.0978,578914.5264,512906.6205
4/7/18,1001863.961,954860.1435,584483.2447,628280.3313,517234.103,988144.8394,1057320.036,581651.9107,898004.8273,785112.6531,914772.371,922645.742,980832.446,547308.7093,524894.2306,717924.4206,514259.5266,873834.5936,803142.8017,1011893.313,842165.2819,893046.0538,623387.6556,979993.3573,674297.2111,1034865.918,575095.3659,553546.7654,854624.6304,584870.6251,968691.1835,667383.9771,626879.6119,689387.8476,1114701.158,1085041.788,1131538.778,627278.129,871159.8961,555478.177,862582.5966,1017563.992,821361.459,852088.5701,1107041.181,709884.1251,740920.4033,676776.9946,1031772.842,1043686.177
4/8/18,1036285.754,556377.0036,843051.5639,522405.1398,798486.0426,637863.1081,713486.6637,527084.2797,654129.2321,599978.0282,507553.2867,1059313.104,838035.3196,570288.3364,1117506.231,521263.8977,877430.2831,852499.2779,860731.8624,544527.4403,671599.5978,813611.1389,796601.9916,956113.09,1096098.002,1007077.063,769104.1464,580760.1121,913795.9851,916283.66,807109.8357,737430.2575,1106149.685,749179.0108,959239.146,620593.7609,1034434.144,827666.5077,625394.7656,643073.5668,753110.9172,626134.8343,1031528.865,959455.694,1096308.539,696099.8612,938582.995,1104223.45,1027035.644,729621.3549
4/9/18,1071714.137,1076665.43,651331.1866,548447.4205,1134032.731,620570.1047,1018717.523,984478.7242,699997.1225,1041898.811,675668.7413,808524.6903,761237.1844,514750.9944,953304.1246,1134665.741,655853.8093,851605.2574,980813.478,776807.4621,812125.551,811838.3482,875630.8703,810308.5898,579296.515,750057.6456,733192.8727,1016057.962,615061.2692,522923.561,1032325.295,920507.7226,595686.3844,658689.7531,1104185.023,934536.5079,933199.7753,664670.1919,681371.3343,839076.4818,938844.6373,557876.383,933967.1861,661832.9669,719233.7043,1008498.24,487219.4882,623278.6,625919.0551,950215.1224
4/10/18,895156.0745,980539.8777,994572.6889,979465.5656,1011020.369,696865.701,506357.423,760026.6704,640145.3524,647656.0408,495257.2804,799083.686,671705.2443,899189.7988,799549.3846,895223.0671,1019843.137,594539.0122,652042.8269,1108223.508,593955.7616,802165.7982,1051412.646,733315.4847,597084.5003,476622.0467,1097112.677,529823.8343,938939.77,614877.865,1088342.505,670816.5818,1034993.965,666267.6608,987739.9745,700299.3179,971812.3652,1098022.574,954274.0638,599080.0329,999469.1483,756709.8385,1038638.014,543612.6045,573724.5307,820594.9055,478488.6448,855188.0278,609928.9325,602582.4024
4/11/18,706575.1668,703190.2088,631589.4965,967875.0333,560463.929,637138.7721,551637.0666,729036.1965,1043037.383,807196.2497,1011913.345,792673.3309,754468.0997,856508.987,1023934.181,963169.7175,573715.689,519834.2436,754467.7219,924220.6156,855389.6857,651866.4093,944410.2439,570623.2616,686868.6923,521064.8214,678952.6855,1048310.073,1018854.708,805328.7082,903625.3274,881463.1005,878885.0763,737230.4511,778333.8577,1042414.954,655409.7615,606118.9016,519926.2588,581099.647,895179.4151,656947.8704,729767.5983,517212.9738,1031148.901,585917.6614,1029948.054,1098649.954,738243.0647,1051565.099
4/12/18,933480.9704,987676.2314,765311.7541,565322.4449,753181.9782,584650.2161,479720.1737,764429.2128,927959.24,941406.0833,705855.8021,658578.5144,752888.4653,567268.267,951060.8366,596229.3908,974758.3763,536533.4183,880514.5112,977028.5294,751211.7237,563941.0821,608928.4295,732813.8527,1107617.552,711546.7025,749585.6894,982588.3469,860245.4905,849973.9221,822070.53,604950.1399,815496.642,832755.828,854918.1304,767997.9843,1146102.353,660119.6083,887741.6698,564578.0595,570923.74,739939.551,886049.5419,492878.1611,1095084.007,759424.5502,641723.5634,933922.1843,480031.9011,789690.5173
4/13/18,700903.9594,818790.3117,781435.9959,485000.4672,547443.7147,1054604.353,815557.6817,996234.052,642754.2468,962595.6142,683022.6853,964585.5924,1048626.219,872456.1688,975009.2679,637750.8115,589334.5959,920587.6661,561051.0304,658360.3446,546232.785,620556.5021,887094.6056,622201.8823,903728.0267,775140.7167,919893.9829,910659.6241,501559.2313,1022574.589,645001.011,878084.9816,849553.8874,1102101.905,913342.0857,901078.678,1023909.168,1008204.527,629941.5717,749498.2174,728734.8188,913661.4812,817808.9251,946461.4257,630268.4617,627735.4074,646797.0415,580952.5882,631383.2385,774760.6613
4/14/18,523410.0407,1074626.331,923105.7728,847435.4803,675494.6138,766484.4833,825699.2374,686430.5011,1118775.425,656978.6273,821795.7712,588929.9576,633883.1895,798768.1823,791590.0763,895885.9649,770537.0244,484469.1483,612786.7606,613424.5315,1063391.717,853928.3557,636852.6658,538633.6044,745616.2372,940267.9344,616935.5398,733768.1475,552648.6219,748180.7824,656650.9191,694636.469,656786.4156,1136321.474,620397.5411,841332.8422,905310.0794,717153.7603,940883.1686,987811.1234,606455.2247,568743.3885,951588.0112,516013.3224,1068648.651,719238.1791,557196.3437,536915.1484,543392.0305,828981.4164
4/15/18,997939.7746,523999.5226,669264.6437,751423.9683,1093308.344,808209.64,703883.8947,840485.5553,790715.7343,1001119.41,547755.2821,961217.1464,553727.3393,861021.7101,584787.1862,704774.6798,688046.3712,545420.452,981751.6009,652501.1196,757114.25,834331.9862,997199.1331,1141207.814,1057967.244,993154.8185,622016.9253,1084470.198,955635.4387,876380.658,690921.5735,755954.7456,693606.4911,759739.6565,725973.3924,816355.9148,774136.7894,791312.2441,531670.8596,898891.9028,821653.6474,885422.7286,663719.9401,986425.2114,1125741.974,935306.7319,497151.0578,909164.8545,799163.679,553823.0342
4/16/18,845388.7095,750817.9675,760554.185,489606.1988,829843.8611,967850.8101,891395.0539,987274.4271,1136332.545,538221.8249,872130.6487,707799.5101,635250.2463,513146.1197,749725.1911,706530.0895,540162.4938,539098.6932,1124950.91,824714.0731,1049983.376,1093028.774,720332.68,1040413.261,685335.3065,751837.2545,569970.6034,1002964.672,743667.3346,849899.4369,1062768.342,993773.1232,1070715.937,556470.7101,532617.6857,995114.7507,662856.4801,543926.2829,551189.0282,809593.6244,565839.3356,615529.0734,1108538.067,559714.5008,701070.893,607493.0052,825094.2158,1018105.978,597104.037,645571.9835
4/17/18,976951.486,611262.7833,1126985.927,559258.0646,889542.8291,851976.1623,539963.7407,1003162.589,887239.0098,1018142.705,927020.8192,769296.7359,934018.0446,1098967.423,964377.8133,881675.7538,806280.5332,870717.8188,889750.7215,998613.1389,934781.299,615352.7692,865619.1921,860758.3496,869342.2795,979807.6664,1145915.545,538723.7592,921637.6338,929103.1308,1105034.88,839192.8592,1063114.3,1121656.031,1092711.117,601900.8527,900508.302,973846.5895,916590.5766,1082249.656,781523.2576,811230.314,857974.8512,672194.2794,937902.9342,829674.1743,946747.229,636874.5047,900134.9177,979902.0319
4/18/18,1134133.616,925390.2841,1076447.373,899543.9651,877483.7864,818276.0595,865161.8246,630680.8836,959466.2331,529767.8371,766424.6049,913079.7453,1102932.227,1089413.366,848565.1328,790891.4718,570765.975,937644.8534,642953.2975,791909.6986,671869.3818,645808.3604,623516.0357,719000.156,1086378.069,743918.6131,856511.2919,610893.2472,668808.5946,539140.8638,718907.3941,593607.8762,1019612.196,819511.6249,840637.1104,756803.0474,837734.0985,666373.6096,866276.9318,722081.5881,878202.9906,532728.9621,854410.4529,455683.2465,620588.0525,881504.9862,906337.8008,589666.7627,923552.6538,924276.9275
4/19/18,532891.097,959900.6458,654483.5031,957583.2906,1094615.701,1078224.887,632371.2114,911356.9818,1105856.399,691170.0846,501283.9893,1052193.753,555972.97,979645.9632,803718.492,542306.0675,643363.7924,642849.0191,827854.4118,583342.406,972328.7333,1116361.01,832157.6287,1042861.041,711963.2899,506639.4557,866421.8866,860438.2361,459865.543,717993.8302,995767.8245,514032.704,986334.9817,863704.5874,954214.8912,706676.296,823151.0262,957827.163,628963.6807,751426.0017,700645.2905,591453.0804,1105162.442,672879.5334,656916.0177,615327.6229,624947.0095,589027.5182,756538.1881,590450.2368
4/20/18,788414.2576,747473.855,976426.4274,732426.6976,1089449.828,653642.9786,738988.6724,1134022.718,513153.261,737825.4117,546972.9519,655077.5191,556003.878,512234.7485,517523.2329,523131.6796,877708.0775,466400.5366,652130.0344,694579.6405,697815.3482,890659.3344,905683.538,965477.391,984740.5356,575239.5561,1120787.319,822966.296,911292.1562,681434.053,760631.115,723028.1748,659983.1671,703134.3628,1130493.195,822547.9518,953144.9747,1128178.682,446313.6247,880699.6193,638437.4168,847517.6227,866039.277,797906.6366,658697.7257,782955.3182,672564.8793,591917.0787,829549.8022,924734.2677
4/21/18,680603.5067,625254.9757,857502.0869,456297.9266,1025270.028,565203.1725,664196.2825,906523.0872,778787.654,953793.8544,701324.6705,1099567.069,639348.3182,845440.2859,1017055.672,628615.3357,899654.8172,938857.4737,839281.3136,1059947.058,704039.9529,1130833.07,771793.6397,733881.2754,633691.9225,690804.5309,927456.3988,1034691.346,830566.4868,893694.1716,626107.9692,774425.6548,1007622.224,1086625.825,851433.5338,719967.8416,1052369.944,678290.5811,427627.348,985803.613,818210.6001,827863.2157,907436.461,534736.7444,952805.591,893770.0194,436528.0679,702208.1799,833847.4019,858596.5725
4/22/18,1005390.876,944202.0129,537449.162,515470.4129,969752.9384,575207.7759,562899.1922,635183.9338,985886.9287,647678.7117,734922.7181,768953.4225,966078.7372,988933.712,1098311.969,513689.844,937141.7201,876994.5098,954573.0163,690624.7733,693738.9648,1109192.69,493353.6279,781947.0363,878036.8059,492347.5864,849166.2146,842482.7882,849053.8183,892785.4844,947315.751,1034156.841,1075080.694,642272.4519,1087893.167,554858.297,795394.7865,549788.5306,417069.9021,676324.1051,884132.2906,911460.6635,909610.5271,742627.9906,692089.4284,541163.6325,851896.0517,1144994.69,597969.2786,835830.0232
4/23/18,513967.5251,622015.9051,633366.5947,656845.3792,979470.6791,518892.9724,819685.6435,828051.6111,744443.4703,756733.4919,482752.0539,739045.1075,789991.625,809059.3462,671957.7984,649412.2817,869610.2499,530079.4228,992631.831,835914.9458,826559.2219,668712.72,694373.3467,1053441.108,801869.8293,735495.8952,1012559.574,624150.6749,773526.1295,625290.4144,512241.4364,586877.4077,780491.7519,1126199.133,914874.1868,746889.6973,940194.9647,1009398.68,776603.3901,540167.1414,843720.5114,852525.7055,1040372.264,847097.6026,643965.4787,566839.3296,549983.3762,826950.4087,746030.9529,471168.3903
4/24/18,868108.6034,977953.4275,1095037.38,749806.7235,572754.9708,934948.9505,790081.5165,796399.1462,600208.7049,1035367.393,744902.987,1028167.485,516697.0288,876853.6481,902308.9779,955134.6129,844906.2723,783067.9784,590302.1909,688461.8159,974010.3869,873362.0234,733081.2923,515744.5855,1031730.712,767979.8523,608288.0934,1069398.945,588749.0729,818610.4339,1058766.772,1117829.027,996319.6348,520270.3822,785461.3697,463315.9654,1097343.24,1051238.098,515454.3626,567722.6679,524130.5187,812194.8107,1078796.837,753328.7907,1009132.486,892085.0205,522590.9128,762557.5013,788386.3321,425227.4797
4/25/18,662768.1391,526780.0359,657982.5336,822931.3276,780357.8423,1034050.288,404106.2554,657099.69,782010.2504,960531.3509,860190.3507,1138537.179,1030382.775,1001165.054,683909.4565,909007.216,630806.9718,430147.2153,797488.5219,629712.4573,808920.1846,887075.5902,891440.1981,766849.334,839678.4326,697807.86,979229.8384,571385.0046,864259.9313,443256.8044,680672.0484,1020865.558,622718.5904,861125.9964,914127.7088,738293.765,1027884.439,525477.9691,552126.4999,926008.2935,491601.0301,718719.0365,749829.7041,776290.0352,629474.9794,696308.9038,888652.1277,1054605.335,569497.4748,426624.6977
4/26/18,564647.8482,799550.9337,617605.3901,878064.1634,711175.3241,1077622.369,738072.5219,554149.283,684521.118,966447.9332,582198.1275,1026031.128,1101469.802,715550.4725,569204.3262,760422.3536,732127.9438,803176.8691,818694.0736,911612.7854,907683.8763,689293.6121,682224.8633,680734.658,577773.709,848223.5399,905981.6677,812255.1909,797106.7687,874224.2325,548541.1386,909700.4173,656353.2498,788157.4338,1128467.775,549325.9015,576785.7101,654955.3228,693380.8022,902849.8684,782676.7841,907889.2371,655673.4999,683588.4284,933070.1732,822713.2618,462982.6182,561441.7638,772649.0079,440527.1599
4/27/18,568800.028,944414.8928,1058142.642,576970.7596,1014381.787,549425.8714,641570.8627,684977.2192,1008066.121,779629.6144,719052.7015,695626.0548,819031.2658,708630.4751,696211.7582,1090785.864,855745.6192,679392.3658,680272.7379,944989.6008,764605.6304,1009649.874,733201.3233,890962.8225,588829.9411,613510.961,749967.6945,990031.8916,621668.4297,456727.2312,717746.7184,662788.4296,694215.5832,643694.4478,1099800.315,516807.6149,1114434.926,661565.3332,409417.4504,874587.1602,545540.6315,814637.1494,812622.271,416199.9155,1006721.131,694976.3533,715734.1074,934840.1301,645526.676,811535.1521
4/28/18,962205.9387,858166.6095,649919.7704,433047.717,786878.8315,776997.5956,728688.0518,804263.5388,1126656.897,658561.2089,513342.0393,581815.3681,766504.3203,542516.4537,977029.0206,663186.6066,973226.4264,472574.1908,651291.5125,720000.6995,552835.6918,897822.742,813878.5854,937087.9523,575274.0128,652247.8433,576736.5142,596059.3589,762443.4149,611680.604,891450.8141,620911.6799,729229.844,572777.7551,655487.7495,432591.578,740416.1316,1061247.463,714074.3737,898624.1592,551892.9832,886263.1398,933665.7384,630592.406,773320.1071,529913.3801,424052.7159,1022701.525,464242.881,590797.6219
4/29/18,991852.3291,1061504.627,1144089.78,455849.5245,624368.8826,532867.1792,598343.082,572164.431,895978.1978,724178.4975,402801.4145,594316.7961,764054.7269,840904.2873,555838.9848,901039.4439,880360.3489,525898.0009,1082882.515,971116.3301,946388.5102,1110143.282,581631.4668,583579.0904,1030739.615,799738.7639,995726.11,1016221.495,845969.9732,820012.0267,611587.0908,697270.1503,967318.1567,754999.7707,668226.4665,388064.4754,1019272.208,889634.9864,606178.3712,1101274.794,588778.7524,1001647.642,1050342.483,567078.2862,883202.2249,824117.5679,752230.6404,753393.0823,584350.879,504603.945
4/30/18,803960.0129,1001858.104,736540.3859,602035.4258,583694.9011,562725.4671,784551.7784,1004477.578,1057329.36,698931.3245,431239.7894,939265.2679,891585.7061,537010.2907,676739.7765,771183.7881,650627.7834,816338.8485,784119.7044,759351.5302,547608.23,733511.2859,736364.5708,1131314.449,890396.994,408065.3877,1030981.589,825101.1414,572331.7517,687700.2057,1116372.534,827234.1731,795105.6566,1014801.69,738568.0734,508114.7907,703471.1394,1001993.676,387453.3877,948811.0874,424667.9289,883859.5684,591877.2156,391232.115,765630.8852,816991.9026,622757.868,812904.3351,521877.556,723484.4602
5/1/18,968849.6532,795751.9669,568411.0705,658811.0256,1000318.861,816026.5748,688281.6951,1101510.723,989481.1015,628925.7007,768040.656,1011391.832,691688.682,849531.481,679926.4773,871275.9961,734559.8539,535664.3221,1085886.715,811825.1235,765729.2014,616576.2434,787918.1238,798410.1328,928704.2821,397344.1863,808217.1592,720256.6542,692282.5329,419766.5288,1118577.432,638071.9829,721625.3357,1018646.453,822138.0138,400484.3633,869498.5578,1026481.675,626831.2288,987352.0372,389368.1107,544956.2231,537368.5291,820580.2247,882512.5754,781604.4979,515487.2445,1066534.927,821180.8863,711581.7016
5/2/18,1037586.159,804436.2157,610842.6532,694714.1987,950867.907,937836.924,532062.5819,1006872.988,959914.0594,786420.6899,781725.7634,1052195.643,851339.8273,554518.4412,1092385.033,813920.1436,615433.591,783337.0355,715308.4604,831602.4069,891885.4158,711771.5317,521739.0227,593002.8648,1038296.817,618644.4812,520044.9954,604247.7946,374025.71,587867.4963,1104638.819,814921.8962,1133064.002,524193.359,799074.202,783426.1557,1042805.459,529543.8483,783736.6276,652912.7481,374429.9431,862025.5031,736774.8033,465377.8181,804644.9772,427237.4477,422710.5889,835308.1962,371182.5569,591232.386
5/3/18,636799.3506,568161.4258,643413.2906,539016.1786,719808.3367,792875.7822,425811.7691,1018514.735,971186.7233,1010212.113,702737.2196,650872.2893,1042902.566,877555.3132,678964.7767,783312.9595,795549.6289,485984.2081,993750.4145,702709.8119,1140279.024,777646.3619,503295.0045,1125362.5,601737.1031,698200.9603,602099.9134,641074.2179,640104.2183,771834.5367,1118708.773,556734.902,733022.0095,572931.3884,1016639.585,716404.9798,911696.2521,530460.1315,762811.1346,1125614.601,746996.9782,738452.4139,1136977.155,721320.9733,737408.5312,393465.3283,618595.6093,1126161.424,489523.8007,505194.5219
